SUBTITLE_SMAstSurvivorSetDown04_alt2,"I've got you, don’t worry.",,
SUBTITLE_SMAstSurvivorSetDown04_alt4,"I've got you, don’t worry.",,
SUBTITLE_SMAstSurvivorSetDown04_alt5,"I've got you, don’t worry.",,
SUBTITLE_SMAstSurvivorSetDown05,"You're safe now, I'm here.",,
SUBTITLE_SMAstSurvivorSetDown05_alt1,"You're safe now, I'm here.",,
SUBTITLE_SMAstSurvivorSetDown05_alt2,"You're safe now, I'm here.",,
SUBTITLE_SMAstSurvivorSetDown06,I won't leave you behind.,,
SUBTITLE_SMAstSurvivorSetDown06_alt1,I won't leave you behind.,,
SUBTITLE_SMAstSurvivorSetDown06_alt2,I won't leave you behind.,,
SUBTITLE_SMAstSurvivorSetDown07,Gently now...,,
SUBTITLE_SMAstSurvivorSetDown07_alt1,Gently now...,,
SUBTITLE_SMAstSurvivorSetDown07_alt2,Gently now...,,
SUBTITLE_SMAstSurvivorSetDown08,"Don't fall asleep, stay with me.",,
SUBTITLE_SMAstSurvivorSetDown08_alt1,"Don't fall asleep, stay with me.",,
SUBTITLE_SMAstSurvivorSetDown08_alt2,"Don't fall asleep, stay with me.",,
SUBTITLE_SMAstSurvivorSetDown09,I'm right here.,,
SUBTITLE_SMAstSurvivorSetDown09_alt1,I'm right here.,,
SUBTITLE_SMAstSurvivorSetDown09_alt2,I'm right here.,,
SUBTITLE_SMAstSurvivorSetDown10,You'll be ok.,,
SUBTITLE_SMAstSurvivorSetDown10_alt1,You'll be ok.,,
SUBTITLE_SMAstSurvivorSetDown10_alt2,You'll be ok.,,
SUBTITLE_SMAstSurvivorSetDown11,Just have to put you down.,,
SUBTITLE_SMAstSurvivorSetDown11_alt1,Just have to put you down.,,
SUBTITLE_SMAstSurvivorSetDown11_alt2,Just have to put you down.,,
SUBTITLE_SMAstSurvivorSetDown12,Set you down now.,,
SUBTITLE_SMAstSurvivorSetDown12_alt1,Set you down now.,,
SUBTITLE_SMAstSurvivorSetDown12_alt2,Set you down now.,,
SUBTITLE_SMAstSurvivorSightingClose01,I can't believe it.,,
SUBTITLE_SMAstSurvivorSightingClose02,"Easy, I'm here now.",,
SUBTITLE_SMAstSurvivorSightingClose03,You've alive!,,
SUBTITLE_SMAstSurvivorSightingClose04,Have to get you out of here.,,
SUBTITLE_SMAstSurvivorSightingClose05,"I'm a doctor, I'm here to help you.",,
SUBTITLE_SMAstSurvivorSightingClose06,"Stay with me, I'm here.",,
SUBTITLE_SMAstSurvivorSightingClose07,Going to check you out now.,,
SUBTITLE_SMAstSurvivorSightingClose08,"Stay calm, I'm right here.",,
SUBTITLE_SMAstSurvivorSightingClose09,Let me take a look.,,
SUBTITLE_SMAstSurvivorSightingClose10,You're not alone.,,
SUBTITLE_SMAstSurvivorSightingClose11,Stay awake.,,
SUBTITLE_SMAstSurvivorSightingClose12,I'm going to get you out of here.,,
SUBTITLE_SMAstSurvivorSightingClose13,"Listen to my voice, I'm right here.",,
SUBTITLE_SMAstSurvivorSightingClose14,"I see you, I'm right right here.",,
SUBTITLE_SMAstSurvivorSightingClose15,"Don't close your eyes, stay with me.",,
SUBTITLE_SMAstSurvivorSightingMedium01,Is that…,,
SUBTITLE_SMAstSurvivorSightingMedium02,"My god, there they are.",,
SUBTITLE_SMAstSurvivorSightingMedium03,That just might be…,,
SUBTITLE_SMAstSurvivorSightingMedium04,Have to hurry.,,
SUBTITLE_SMAstSurvivorSightingMedium05,"A sign, finally.",,
SUBTITLE_SMAstSurvivorSightingMedium06,"I see you, hold on!",,
SUBTITLE_SMAstSurvivorSightingMedium07,I'm almost there!,,
SUBTITLE_SMAstSurvivorSightingMedium08,Can't be...,,
SUBTITLE_SMAstSurvivorSightingMedium09,Another survivor!,,
SUBTITLE_SMAstSurvivorSightingMedium10,They're still alive.,,
SUBTITLE_SMAstSurvivorSightingMedium11,"Hold on, I'm almost there!",,
SUBTITLE_SMAstSurvivorSightingMedium12,"I'm not far, hang on!",,
SUBTITLE_SMAstSurvivorSightingMedium13,There you are.,,
SUBTITLE_SMAstSurvivorSightingMedium14,That's it!,,
SUBTITLE_SMAstSurvivorSightingMedium15,They saw it!,,
SUBTITLE_SMAstTreat06,"There, that should be better.",,
SUBTITLE_SMAstTreat07,Feeling better now?,,
SUBTITLE_SMAstTreat08,"Get some rest now, you need it.",,
SUBTITLE_SMAstTreat09,You'll feel better after you sleep.,,
SUBTITLE_SMAstTreat10,I've done what I can.,,
SUBTITLE_SMAstTwolfBite01,"Ah, damn it!",,
SUBTITLE_SMAstTwolfBite02,Got me...!,,
SUBTITLE_SMAstTwolfBite03,Get! Back!,,
SUBTITLE_SMAstTwolfBite04,It's coming...back!,,
SUBTITLE_SMAstTwolfBite05,Don't...don't...!,,
SUBTITLE_SMAstTwolfBite06,Argh...too close.,,
SUBTITLE_SMAstTwolfBite07,Bitten...,,
SUBTITLE_SMAstTwolfBite08,Wha...how...!?,,
SUBTITLE_SMAstTwolfBite09,"Ah, damn it!",,
SUBTITLE_SMAstTwolfBite10,No...! Away!,,
SUBTITLE_SMAstTwolfBite11,[Pain grunts],,
SUBTITLE_SMAstTwolfBite12,[Pain grunts],,
SUBTITLE_SMAstTwolfBite13,[Pain grunts],,
SUBTITLE_SMAstTwolfBite14,[Pain grunts],,
SUBTITLE_SMAstTwolfBite15,[Pain grunts],,
SUBTITLE_SMAstTwolfHowl01,That sound...,,
SUBTITLE_SMAstTwolfHowl02,A wolf...but how far?,,
SUBTITLE_SMAstTwolfHowl03,That's not the wind howling...,,
SUBTITLE_SMAstTwolfHowl04,Clearly not alone out here!,,
SUBTITLE_SMAstTwolfHowl05,What was that?!,,
SUBTITLE_SMAstTwolfHowl06,That can't be good.,,
SUBTITLE_SMAstTwolfHowl07,The strangest sound...,,
SUBTITLE_SMAstTwolfHowl08,Wha...?,,
SUBTITLE_SMAstTwolfHowl09,A wolf...but where?,,
SUBTITLE_SMAstTwolfHowl10,Something...nearby?,,
SUBTITLE_SMAstTwolfHowlGroup01,A wolf!,,
SUBTITLE_SMAstTwolfHowlGroup02,Not what I wanted to hear.,,
SUBTITLE_SMAstTwolfHowlGroup03,Their sure voices carry.,,
SUBTITLE_SMAstTwolfHowlGroup04,Where are they?,,
SUBTITLE_SMAstTwolfHowlGroup05,How many are there?,,
SUBTITLE_SMAstTwolfHowlGroup06,More than one by the sound of it.,,
SUBTITLE_SMAstTwolfHowlGroup07,"A pack, most likely.",,
SUBTITLE_SMAstTwolfHowlGroup08,Can't let them see me.,,
SUBTITLE_SMAstTwolfHowlGroup09,Probably a group of them.,,
SUBTITLE_SMAstTwolfHowlGroup10,Nothing good about that sound.,,
SUBTITLE_SMAstTwolfLOS_Close01,It's huge.,,
SUBTITLE_SMAstTwolfLOS_Close02,Just...back away.,,
SUBTITLE_SMAstTwolfLOS_Close03,Giant creature.,,
SUBTITLE_SMAstTwolfLOS_Close04,No...,,
SUBTITLE_SMAstTwolfLOS_Close05,What...the...hell.,,
SUBTITLE_SMAstTwolfLOS_Close05_AltCine,What...the...hell.,,
SUBTITLE_SMAstTwolfLOS_Close06,"Think, Astrid, think.",,
SUBTITLE_SMAstTwolfLOS_Close07,Take it slow...,,
SUBTITLE_SMAstTwolfLOS_Close08,There it is.,,
SUBTITLE_SMAstTwolfLOS_Close09,It's...right...there.,,
SUBTITLE_SMAstTwolfLOS_Close10,Ah...can't let it...,,
SUBTITLE_SMAstTwolfLOS_Pack01,How many are there...?,,
SUBTITLE_SMAstTwolfLOS_Pack02,Better stay alert.,,
SUBTITLE_SMAstTwolfLOS_Pack03,Can't tell how many...,,
SUBTITLE_SMAstTwolfLOS_Pack04,"Damn, need to go around.",,
SUBTITLE_SMAstTwolfLOS_Pack05,A whole pack of them?,,
SUBTITLE_SMAstTwolfLOS_Pack06,Nothing good about that sound.,,
SUBTITLE_SMAstTwolfLOS_Pack07,Something...moving out there?,,
SUBTITLE_SMAstTwolfLOS_Pack08,Shadows moving...,,
SUBTITLE_SMAstTwolfLOS_Pack09,Where are they...,,
SUBTITLE_SMAstTwolfLOS_Pack10,Things...moving...,,
SUBTITLE_SMAstTwolfLOS01,Something out there?,,
SUBTITLE_SMAstTwolfLOS02,Better give it some room.,,
SUBTITLE_SMAstTwolfLOS03,Still time to back away.,,
SUBTITLE_SMAstTwolfLOS04,Better give it some room.,,
SUBTITLE_SMAstTwolfLOS05,Look at the size of that thing.,,
SUBTITLE_SMAstTwolfLOS06,"Is it curious, or just...?",,
SUBTITLE_SMAstTwolfLOS07,"Careful, now...",,
SUBTITLE_SMAstTwolfLOS08,Need to give it plenty of space.,,
SUBTITLE_SMAstTwolfLOS09,It's all alone.,,
SUBTITLE_SMAstTwolfLOS10,Something...out there?,,
SUBTITLE_SMAstTwolfStruggle01,Too heavy!,,
SUBTITLE_SMAstTwolfStruggle02,"Ah, get back!",,
SUBTITLE_SMAstTwolfStruggle03,Off me!,,
SUBTITLE_SMAstTwolfStruggle04,Get. Away!,,
SUBTITLE_SMAstTwolfStruggle05,Shi...shit! No!,,
SUBTITLE_SMAstTwolfStruggle06,You're not going to get me!,,
SUBTITLE_SMAstTwolfStruggle06_alt1,You're not going to get me!,,
SUBTITLE_SMAstTwolfStruggle07,You big bastard!!,,
SUBTITLE_SMAstTwolfStruggle08,No! Leave me alone!,,
SUBTITLE_SMAstTwolfStruggle09,Won't...let you...!,,
SUBTITLE_SMAstTwolfStruggle10,[Exertion grunts],,
SUBTITLE_SMAstTwolfStruggle11,[Exertion grunts],,
SUBTITLE_SMAstTwolfStruggle12,[Exertion grunts],,
SUBTITLE_SMAstTwolfStruggle13,[Attack grunt],,
SUBTITLE_SMAstTwolfStruggle14,[Attack grunt],,
SUBTITLE_SMAstTwolfStruggle15,[Attack grunt],,
SUBTITLE_SMAstTwolfStruggle16,[Attack grunt],,
SUBTITLE_SMCon3520,"Well, well...another one!",[muffled],"Har du sett, enda en!"
SUBTITLE_SMCon3560,"A locked metal case is a thing of the old world, stranger.",,"Låste metallskrin tilhører den gamle verdenen, fremmede."
SUBTITLE_SMCon3570,A world of closed doors and things being off limits.,,En verDen av stengte dører og adgang forbudt.
SUBTITLE_SMCon3590_3600,I was part of that world. But that world’s over.,,Eg var ein del av den verdenen. Men den er ikkje lenger.
SUBTITLE_SMCon3610_3620,"This is my world now. And in my world, I make the rules.",,dette er min verDen nå. Og i min verDen er det eg som lager reglene.
SUBTITLE_SMCon3630,"In my world, there are no locks.",,I min verDen finnes det ingen låser.
SUBTITLE_SMCon3650,What’s in the case?,,Hva har du i skrinet?
SUBTITLE_SMCon3670,What’s in the case?,[angier],Hva har du i skrinet?
SUBTITLE_SMCon3690,Your ID says you’re a pilot.,,Legitimasjonen din sier at du er pilot.
SUBTITLE_SMCon3700,You have a plane somewhere?,,Har du eit fly eit sted?
SUBTITLE_SMCon3720_3730,Ya. Should I show you what happened to the last person who lied to me? She didn’t look so pretty after I was done.,,"Hei, skal eg vise deg kva som skjedde med den forrige som løy for meg? Ho so ikkje pen ut da eg var ferdig."
SUBTITLE_SMCon3750,So now he’s ready to talk.,,No er han visst klar for å snakke.
SUBTITLE_SMCon3760,"Don’t worry, Pilot. You’ll be with her soon.",[beat],"Fortvil ikke, pilot. Du treffer henne snart."
SUBTITLE_SMCon3760_alt,"Don’t worry, Pilot. You’ll be with her soon.",,
SUBTITLE_SMConR3720_3731,Should I show you what happened to the last person who lied to me?,,
SUBTITLE_SMConR3720_3732,She didn’t look so pretty after I was done.,,
SUBTITLE_SMConR3761,"Don’t worry, Pilot. You’ll be with her soon.",,
SUBTITLE_SMCV2E410950_01,Mathis gonna be mad as hell...,,
SUBTITLE_SMCV2E410950_02,Mathis gonna be mad as hell...,,
SUBTITLE_SMCV2E410950_02_01,Mathis gonna be mad as hell...,,
SUBTITLE_SMCV2E420570_01,Where is he!?,,
SUBTITLE_SMCV2E420570_02,Where is he!?,,
SUBTITLE_SMCV2E420570_03,Where is he!?,,
SUBTITLE_SMCV2E420580_01,Shine it over there!,,
SUBTITLE_SMCV2E420580_02,Shine it over there!,,
SUBTITLE_SMCV2E420580_03,Shine it over there!,,
SUBTITLE_SMCV2E420590_01,Do you see him?,,
SUBTITLE_SMCV2E420590_02,Do you see him?,,
SUBTITLE_SMCV2E420590_03,Do you see him?,,
SUBTITLE_SMCV2E420600_01,Move the damn light!,,
SUBTITLE_SMCV2E420600_02,Move the damn light!,,
SUBTITLE_SMCV2E420600_03,Move the damn light!,,
SUBTITLE_SMCV2E420610_01,He's over there!,,
SUBTITLE_SMCV2E420610_02,He's over there!,,
SUBTITLE_SMCV2E420610_03,He's over there!,,
SUBTITLE_SMCV2E420620_01,Can you see him?,,
SUBTITLE_SMCV2E420620_02,Can you see him?,,
SUBTITLE_SMCV2E420620_03,Can you see him?,,
SUBTITLE_SMCV2E420630_01,I see him moving!,,
SUBTITLE_SMCV2E420630_02,I see him moving!,,
SUBTITLE_SMCV2E420630_03,I see him moving!,,
SUBTITLE_SMCV2E420640_01,We're gonna find you pilot!,,
SUBTITLE_SMCV2E420640_02,We're gonna find you pilot!,,
SUBTITLE_SMCV2E420640_03,We're gonna find you pilot!,,
SUBTITLE_SMCV2E420650_01,You can't run!,,
SUBTITLE_SMCV2E420650_02,You can't run!,,
SUBTITLE_SMCV2E420650_03,You can't run!,,
SUBTITLE_SMCV2E420660_01,There's nowhere to go!,,
SUBTITLE_SMCV2E420660_02,There's nowhere to go!,,
SUBTITLE_SMCV2E420660_03,There's nowhere to go!,,
SUBTITLE_SMCV2E420670_01,"You're wasting your time, dog!",,
SUBTITLE_SMCV2E420670_02,"You're wasting your time, dog!",,
SUBTITLE_SMCV2E420670_03,"You're wasting your time, dog!",,
SUBTITLE_SMCV2E420680_01,"You can't run, pilot!",,
SUBTITLE_SMCV2E420680_02,"You can't run, pilot!",,
SUBTITLE_SMCV2E420680_03,"You can't run, pilot!",,
SUBTITLE_SMCV2E420690_01,I see him!,,
SUBTITLE_SMCV2E420690_02,I see him!,,
SUBTITLE_SMCV2E420690_03,I see him!,,
SUBTITLE_SMCV2E420700_01,There he is!,,
SUBTITLE_SMCV2E420700_02,There he is!,,
SUBTITLE_SMCV2E420700_03,There he is!,,
SUBTITLE_SMCV2E420710_01,He's out there!,,
SUBTITLE_SMCV2E420710_02,He's out there!,,
SUBTITLE_SMCV2E420710_03,He's out there!,,
SUBTITLE_SMCV2E420720_01,I can't see him!,,
SUBTITLE_SMCV2E420720_02,I can't see him!,,
SUBTITLE_SMCV2E420720_03,I can't see him!,,
SUBTITLE_SMCV2E420730_01,Did we miss him?!,,
SUBTITLE_SMCV2E420730_02,Did we miss him?!,,
SUBTITLE_SMCV2E420730_03,Did we miss him?!,,
SUBTITLE_SMCV2E420940_01,"First we carry this guy, now this?",,
SUBTITLE_SMCV2E420940_02,"First we carry this guy, now this?",,
SUBTITLE_SMCV2E420940_03,"First we carry this guy, now this?",,
SUBTITLE_SMCV2E420950_02_02,We have to find this guy?,,
SUBTITLE_SMCV2E420950_02_03,We have to find this guy?,,
SUBTITLE_SMCV2E420950_03,We have to find this guy?,,
SUBTITLE_SMCV2E420960_01,You think he's really a pilot?,,
SUBTITLE_SMCV2E420960_02,You think he's really a pilot?,,
SUBTITLE_SMCV2E420960_03,You think he's really a pilot?,,
SUBTITLE_SMCV2E420970_01,Gotta find him first!,,
SUBTITLE_SMCV2E420970_02,Gotta find him first!,,
SUBTITLE_SMCV2E420970_03,Gotta find him first!,,
SUBTITLE_SMCV2E420980_01,Wolves out there?,,
SUBTITLE_SMCV2E420980_02,Wolves out there?,,
SUBTITLE_SMCV2E420980_03,Wolves out there?,,
SUBTITLE_SMCV2E420990_01,What was that?,,
SUBTITLE_SMCV2E420990_02,What was that?,,
SUBTITLE_SMCV2E420990_03,What was that?,,
SUBTITLE_SMCV2E421000_01,Slow down...,,
SUBTITLE_SMCV2E421000_02,Slow down...,,
SUBTITLE_SMCV2E421000_03,Slow down...,,
SUBTITLE_SMCV2E421010_01,Getting colder.,,
SUBTITLE_SMCV2E421010_02,Getting colder.,,
SUBTITLE_SMCV2E421010_03,Getting colder.,,
SUBTITLE_SMCV2E421020_01,Don't see him yet.,,
SUBTITLE_SMCV2E421020_02,Don't see him yet.,,
SUBTITLE_SMCV2E421020_03,Don't see him yet.,,
SUBTITLE_SMCV2E421030_01,We lose him for good?,,
SUBTITLE_SMCV2E421030_02,We lose him for good?,,
SUBTITLE_SMCV2E421030_03,We lose him for good?,,
SUBTITLE_SMCV2E421040_01,Not so fast...,,
SUBTITLE_SMCV2E421040_02,Not so fast...,,
SUBTITLE_SMCV2E421040_03,Not so fast...,,
SUBTITLE_SMCV2E421050_01,Hands going numb...,,
SUBTITLE_SMCV2E421050_02,Hands going numb...,,
SUBTITLE_SMCV2E421050_03,Hands going numb...,,
SUBTITLE_SMCV2E421060_01,Can't see anything out here.,,
SUBTITLE_SMCV2E421060_02,Can't see anything out here.,,
SUBTITLE_SMCV2E421060_03,Can't see anything out here.,,
SUBTITLE_SMCV2E421070_01,We had to go north.,,
SUBTITLE_SMCV2E421070_02,We had to go north.,,
SUBTITLE_SMCV2E421070_03,We had to go north.,,
SUBTITLE_SMCV2E421080_01,Which direction?,,
SUBTITLE_SMCV2E421080_02,Which direction?,,
SUBTITLE_SMCV2E421080_03,Which direction?,,
SUBTITLE_SMCV2E421090_01,See anything?,,
SUBTITLE_SMCV2E421090_02,See anything?,,
SUBTITLE_SMCV2E421090_03,See anything?,,
SUBTITLE_SMCV2E421100_01,Gonna lose a toe out here. ,,
SUBTITLE_SMCV2E421100_02,Gonna lose a toe out here. ,,
SUBTITLE_SMCV2E421100_03,Gonna lose a toe out here. ,,
SUBTITLE_SMCV2E421110_01,No way we find this guy now.,,
SUBTITLE_SMCV2E421110_02,No way we find this guy now.,,
SUBTITLE_SMCV2E421110_03,No way we find this guy now.,,
SUBTITLE_SMCV2E421120_01,Gotta keep looking. ,,
SUBTITLE_SMCV2E421120_02,Gotta keep looking. ,,
SUBTITLE_SMCV2E421120_03,Gotta keep looking. ,,
SUBTITLE_SMCV2E421134,[indistinct yelling],,
SUBTITLE_SMCV2E421135_01,[indistinct yelling],,
SUBTITLE_SMCV2E421135_02,[indistinct yelling],,
SUBTITLE_SMCV2E421141,[ambient convict voices] ,,
SUBTITLE_SMCV3E421400_01,I seeee you!,,
SUBTITLE_SMCV3E421400_02,I seeee you!,,
SUBTITLE_SMCV3E421400_03,I seeee you!,,
SUBTITLE_SMCV3E421410_01,"Run, dog!",,
SUBTITLE_SMCV3E421410_02,"Run, dog!",,
SUBTITLE_SMCV3E421410_03,"Run, dog!",,
SUBTITLE_SMCV3E421420_01,Find him!!,,
SUBTITLE_SMCV3E421420_02,Find him!!,,
SUBTITLE_SMCV3E421420_03,Find him!!,,
SUBTITLE_SMCV3E421430_01,Over there!,,
SUBTITLE_SMCV3E421430_02,Over there!,,
SUBTITLE_SMCV3E421430_03,Over there!,,
SUBTITLE_SMCV3E421440_01,Light him up!,,
SUBTITLE_SMCV3E421440_02,Light him up!,,
SUBTITLE_SMCV3E421440_03,Light him up!,,
SUBTITLE_SMCV3E421450_01,Don't let him slip through!,,
SUBTITLE_SMCV3E421450_02,Don't let him slip through!,,
SUBTITLE_SMCV3E421450_03,Don't let him slip through!,,
SUBTITLE_SMCV3E421460_01,Dog's on the run!,,
SUBTITLE_SMCV3E421460_02,Dog's on the run!,,
SUBTITLE_SMCV3E421460_03,Dog's on the run!,,
SUBTITLE_SMCV3E421470_01,"We're gonna clip your wings now, pilot!",,
SUBTITLE_SMCV3E421470_02,"We're gonna clip your wings now, pilot!",,
SUBTITLE_SMCV3E421470_03,"We're gonna clip your wings now, pilot!",,
SUBTITLE_SMCV3E421480_01,Payback time!,,
SUBTITLE_SMCV3E421480_02,Payback time!,,
SUBTITLE_SMCV3E421480_03,Payback time!,,
SUBTITLE_SMCV3E421490_01,Keep the light moving!,,
SUBTITLE_SMCV3E421490_02,Keep the light moving!,,
SUBTITLE_SMCV3E421490_03,Keep the light moving!,,
SUBTITLE_SMCV3E421500_01,We're gonna lose him!,,
SUBTITLE_SMCV3E421500_02,We're gonna lose him!,,
SUBTITLE_SMCV3E421500_03,We're gonna lose him!,,
SUBTITLE_SMCV3E421510_01,I see him moving!,,
SUBTITLE_SMCV3E421510_02,I see him moving!,,
SUBTITLE_SMCV3E421510_03,I see him moving!,,
SUBTITLE_SMCV3E421520_01,Something over there!,,
SUBTITLE_SMCV3E421520_02,Something over there!,,
SUBTITLE_SMCV3E421520_03,Something over there!,,
SUBTITLE_SMCV3E421530_01,Don't let him get by!,,
SUBTITLE_SMCV3E421530_02,Don't let him get by!,,
SUBTITLE_SMCV3E421530_03,Don't let him get by!,,
SUBTITLE_SMCV3E421540_01,"You can't run, pilot!",,
SUBTITLE_SMCV3E421540_02,"You can't run, pilot!",,
SUBTITLE_SMCV3E421540_03,"You can't run, pilot!",,
SUBTITLE_SMCV3E421550_01,I've got him!,,
SUBTITLE_SMCV3E421550_02,I've got him!,,
SUBTITLE_SMCV3E421550_03,I've got him!,,
SUBTITLE_SMCV3E421560_01,He's moving!,,
SUBTITLE_SMCV3E421560_02,He's moving!,,
SUBTITLE_SMCV3E421560_03,He's moving!,,
SUBTITLE_SMCV3E421720_01,Where the hell is this guy?,,
SUBTITLE_SMCV3E421720_02,Where the hell is this guy?,,
SUBTITLE_SMCV3E421720_03,Where the hell is this guy?,,
SUBTITLE_SMCV3E421730_01,Getting cold out here...,,
SUBTITLE_SMCV3E421730_02,Getting cold out here...,,
SUBTITLE_SMCV3E421730_03,Getting cold out here...,,
SUBTITLE_SMCV3E421740_01,Gotta find this jackass...,,
SUBTITLE_SMCV3E421740_02,Gotta find this jackass...,,
SUBTITLE_SMCV3E421740_03,Gotta find this jackass...,,
SUBTITLE_SMCV3E421750_01,Freezing my ass off. ,,
SUBTITLE_SMCV3E421750_02,Freezing my ass off. ,,
SUBTITLE_SMCV3E421750_03,Freezing my ass off. ,,
SUBTITLE_SMCV3E421760_01,Wolves still out there?,,
SUBTITLE_SMCV3E421760_02,Wolves still out there?,,
SUBTITLE_SMCV3E421760_03,Wolves still out there?,,
SUBTITLE_SMCV3E421770_01,Mathis is pissed...,,
SUBTITLE_SMCV3E421770_02,Mathis is pissed...,,
SUBTITLE_SMCV3E421770_03,Mathis is pissed...,,
SUBTITLE_SMCV3E421780_01,Gotta be around here somewhere.,,
SUBTITLE_SMCV3E421780_02,Gotta be around here somewhere.,,
SUBTITLE_SMCV3E421780_03,Gotta be around here somewhere.,,
SUBTITLE_SMCV3E421790_01,How far could he get?,,
SUBTITLE_SMCV3E421790_02,How far could he get?,,
SUBTITLE_SMCV3E421790_03,How far could he get?,,
SUBTITLE_SMCV3E421800_01,Can't stay out here much longer...,,
SUBTITLE_SMCV3E421800_02,Can't stay out here much longer...,,
SUBTITLE_SMCV3E421800_03,Can't stay out here much longer...,,
SUBTITLE_SMCV3E421810_01,Keep up. ,,
SUBTITLE_SMCV3E421810_02,Keep up. ,,
SUBTITLE_SMCV3E421810_03,Keep up. ,,
